E3C845F1-44FE-42C0-BD18-CEFAD08BA302 Auer Group                                                                                                                                                                                              2023-10-14 1.43                                     YfIFx^nN2$^E
7794CFAB-BC0E-441D-9C2F-CF12FB38A067 Harvey, Schroeder and Nienow                                                                                                                                                                            2020-12-05 1.90                                     8QlFz%6Wu30r
91F6D330-9328-4B49-90A1-CF2D6EA019CC Mitchell, Cole and Schimmel                                                                                                                                                                             2022-04-16 1.14                                     n#LsViFuk64g
411A1907-976B-4A9E-9FF2-CFD07CF6AA1E Kilback LLC                                                                                                                                                                                             2020-07-02 .57                                      %56iu#r%813u
58E70FCD-E59E-49FD-B1DF-CFD29ECA5794 Pollich and Sons                                                                                                                                                                                        2020-09-30 .25                                      *4nV246yqw^A
D5028370-8B30-4C5A-9221-CFD70CFAAFA2 Stokes Inc                                                                                                                                                                                              2022-04-11 3.44                                     cqMWrKGNK&ta
A81EFDF0-6294-4383-9176-CFEDD1A8DDCE Rice LLC                                                                                                                                                                                                2025-01-25 2.35                                     HQVj5wX(fAPP
27328766-A939-4587-91F5-D0BCC49DAB4B Paucek LLC                                                                                                                                                                                              2023-07-09 2.36                                     &i2iHRJlHm$I
74CA1056-521B-4F1C-AB88-D0C26FFE19DD Erdman and Sons                                                                                                                                                                                         2024-04-17 .62                                      kI3(nCmDYIl@
F205318F-68BF-4090-9CD5-D0D13C641B6B Mayert Inc                                                                                                                                                                                              2023-10-21 .29                                      wYfFJl!wUeE6
82FE296A-2CB9-4026-8D08-D0FC5CC82F25 Koelpin - Wilkinson                                                                                                                                                                                     2022-03-26 2.45                                     JjG9CsptaU%p
81986D02-E6FF-457B-BC32-D1064D00054E Brakus, Swaniawski and Cassin                                                                                                                                                                           2023-02-28 .98                                      TqMAzZRdLXd(
F9F4ACB3-1AB4-4C2D-9901-D10F37CB03F2 Rohan, Greenholt and Feeney                                                                                                                                                                             2023-08-07 1.01                                     w)nrMqih*1Ky
021E35A1-BD53-47FE-A340-D138F2BF07E6 Satterfield and Sons                                                                                                                                                                                    2021-08-14 3.24                                     LjoHaZ%PeSeH
6C81457C-6F56-430E-9AF7-D15EC0EE5D95 Bins Inc                                                                                                                                                                                                2023-06-18 .88                                      ADWkz#@zagB6
CF64C99B-C4D7-4657-9263-D160E1D6EC04 Stokes - Haag                                                                                                                                                                                           2024-09-08 1.28                                     V)KFh3j8jvL!
F2EC0D4E-137B-4579-9424-D1768F57F0FD Ferry - Jacobi                                                                                                                                                                                          2022-10-25 1.49                                     QpzV27GOWvYn
5AA6791D-F2B3-4127-B1B7-D180FFDB5C26 Marvin, Huels and D'Amore                                                                                                                                                                               2023-02-16 4.86                                     6I@XydvnXhmE
A016E465-8D39-4109-8C90-D1D4F333ADAC Ziemann and Sons                                                                                                                                                                                        2021-08-14 2.52                                     y2SRHs(UKfQW
1EF05CA3-FB8C-4FA7-910C-D1E29D2D63C8 McDermott, Dickinson and Sanford                                                                                                                                                                        2021-04-22 1.99                                     vz&EO^9BYN80
66891013-E562-457E-8DD5-D28EB54D8581 Keebler - Reichert                                                                                                                                                                                      2021-11-13 .50                                      r#uMt@Ye(THC
04DBFBB5-AE1A-40F3-BA7A-D29087C9CAF6 Prosacco, Adams and Krajcik                                                                                                                                                                             2024-07-03 2.73                                     LKX!BZP9cqyn
3528F553-1035-47FE-9FC8-D2BCAFE0896F Moore Group                                                                                                                                                                                             2022-07-29 2.02                                     B17MchDGu3(2
CF5E32F3-1DC6-4C6A-B366-D2C1A5AA4D2D Hand, Bernhard and Bailey                                                                                                                                                                               2020-11-07 1.52                                     hTR)6&1hsR4x
C845CF62-830E-46DB-9A78-D2CE1B2B3A31 Rippin, Volkman and Witting                                                                                                                                                                             2022-05-01 1.39                                     C$b&K41dXjUK
37F3652C-5369-41C6-A23F-D336649670DD Rempel - Hermann                                                                                                                                                                                        2024-10-28 1.29                                     zt6HMD5wRSW(
3BCC9C3B-F2AE-4206-813E-D35BD062BC49 Jones, McDermott and Bogisich                                                                                                                                                                           2022-06-26 4.96                                     P#FbKVjeRDUI
9F73642E-4AD5-4771-828F-D3A01ABFE0FD VonRueden - Ziemann                                                                                                                                                                                     2022-06-20 1.33                                     1N&947iewv9m
4351F11C-2AF8-4AA7-8B9E-D403A89EFDF3 Mante, Jast and Dietrich                                                                                                                                                                                2024-01-03 1.63                                     zyfV^uBmL8CP
563DBC59-6B35-430B-B0C1-D426E79238E0 Jast - Aufderhar                                                                                                                                                                                        2021-09-01 2.67                                     jwaA8P0TteZc
4A5A2339-5680-430B-8250-D45185BF90D8 Howe and Sons                                                                                                                                                                                           2021-08-19 2.56                                     0xcY(^xS6mQl
7BB77F35-38F8-4FE7-8CA5-D4F062A5B21F Reichert, Nienow and Boehm                                                                                                                                                                              2021-09-16 1.98                                     myU5QKAL79i8
FAA0F08B-F91A-4AB2-B3AA-D5406EAA2CBE Kutch and Sons                                                                                                                                                                                          2024-01-25 1.62                                     APHc#$PgHrwg
05578152-51F0-4AF8-9886-D57FFD8CA42D Lind Group                                                                                                                                                                                              2023-11-03 2.40                                     !zi6b2l7&w1J
8CE1ADB1-2D29-435B-B480-D6114C7A19A7 Walsh, Schneider and Okuneva                                                                                                                                                                            2021-12-20 2.57                                     bfDMjYxtEafE
ADDC2DEF-3210-45C7-8444-D62B76C5F8A4 Cronin and Sons                                                                                                                                                                                         2023-08-30 .42                                      CbjtK1kbbY*O
0B8C8E79-8A44-40E9-A51F-D69ACC10BBFB Buckridge, DuBuque and Schoen                                                                                                                                                                           2023-03-12 1.55                                     vKJma(mUZ!w!
341FC578-93F0-43C7-91D8-D69D16854ACE Marquardt LLC                                                                                                                                                                                           2025-03-26 2.32                                     (2oTa3U$7uRX
AD356380-8141-4EAE-B6BE-D6CB6D103972 Lehner - Funk                                                                                                                                                                                           2022-10-08 1.96                                     )O^@igK5sSq1
2092718A-BE8B-4CB3-9A1E-D6E53C7441F8 Windler - Huels                                                                                                                                                                                         2024-07-24 .70                                      (wPJG@F*G%rg
993CA9A0-D7F2-4D5B-8C9C-D6F2BE0DA25C Mueller - Predovic                                                                                                                                                                                      2021-06-13 2.78                                     (KcHQI$iyX08
D06F7DD2-E1C4-4533-963E-D6F3FF381557 Stroman and Sons                                                                                                                                                                                        2024-11-28 3.82                                     DC%**900#RcQ
A442381B-8426-424D-ADB6-D7F5D0E65510 Lind - Waelchi                                                                                                                                                                                          2021-03-05 .19                                      1FO)WMI1Bdqs
FC941BDE-9291-43AA-9981-D8A1DB88EB60 Feeney - Wisozk                                                                                                                                                                                         2023-04-03 4.82                                     NT%%6&AxnwAu
8504AFDF-83BB-45B8-8BE6-D8A7A8406B6C Feil, Sanford and Aufderhar                                                                                                                                                                             2025-02-22 .51                                      ODDU7mg28w#M
B56F4FBC-E367-4153-AB28-D8D2AB926481 Cremin - Goldner                                                                                                                                                                                        2024-08-15 .37                                      wIIUuF^VK$2z
DD23BCFE-BB8F-45FE-BC72-D8EA5E542800 Thiel - Bins                                                                                                                                                                                            2022-08-23 3.72                                     RibU#QWlzGAF
FF96C208-64AA-40B2-BE70-D9473555E568 IS                                                                                                                                                                                                      2025-05-17 .00                                      IS
8EF82023-D346-4250-8B8B-D96DA00682E5 Brakus Inc                                                                                                                                                                                              2020-12-26 .56                                      M)wjF1#udIM(
D819272A-FECC-4708-917B-D9CE975D58EE Jerde, Hartmann and Goodwin                                                                                                                                                                             2021-05-22 .29                                      !ROmh7E*jS3&
DDDE2FE7-FA16-4BD7-A28B-DA032FB1AC96 Smitham - Olson                                                                                                                                                                                         2024-09-03 3.58                                     RI6l3x2m*uHQ
07AE77CC-44EF-48C2-A5F8-DA4F2DDFC242 Feest - McKenzie                                                                                                                                                                                        2021-05-05 2.55                                     t$32RsPiA%9$
49E7C7F7-7F9D-4A15-B781-DA5E869E9140 Armstrong - Bergstrom                                                                                                                                                                                   2021-03-06 4.17                                     Rgo09OcPTJ3u
674BD245-9055-4FC9-B86D-DAFB26873819 Cummings, Simonis and Deckow                                                                                                                                                                            2023-11-18 .27                                      jv(ytoet^NsU
59EDE341-93D7-4DC5-AEDF-DB0310B08347 Kirlin - Stanton                                                                                                                                                                                        2021-12-14 3.06                                     2PT4ba7PPXTU
BB9285E7-246C-4E0B-8211-DB22FC6E6950 Johnston Group                                                                                                                                                                                          2024-03-17 3.61                                     4YQYngcUoTGU
F1CE5DA5-ED81-4B89-99CC-DB40AD201DBF Labadie - Cronin                                                                                                                                                                                        2021-09-19 2.01                                     *WynE*dvb#3w
0D83DCA9-C26E-4F1C-B88E-DBA74AE8F612 Hodkiewicz, Wyman and Kautzer                                                                                                                                                                           2020-04-30 2.96                                     !)U!aLU9ZCVA
D3E520E8-01BB-4C00-825E-DBD783CDB5A4 Jast and Sons                                                                                                                                                                                           2023-12-10 3.85                                     (E!)f0uudBWx
FCF67895-7187-4793-9A21-DBE06DED4DD2 Lynch - Wisoky                                                                                                                                                                                          2021-04-09 3.50                                     Slx7Kdk!E@^U
DF7C5A30-4A60-4FCD-B006-DBF749A83420 Yundt LLC                                                                                                                                                                                               2023-02-08 3.91                                     9fFutLdPmuif
F1F0E987-7015-4AE9-A5A6-DC1005170E5D Monahan, Conn and Upton                                                                                                                                                                                 2024-05-29 .49                                      R(#OAfnviEQg
48F9C4AE-61F1-46D6-A8EA-DC1E1E9047D4 Kling - Sipes                                                                                                                                                                                           2020-09-24 3.03                                     737Uf5K4m!o%
D058F97B-3F71-45E6-BBB0-DCBCF5FA13C4 Lang, Roberts and Koepp                                                                                                                                                                                 2024-11-26 2.63                                     Ct9B0eH9e9cb
3BFE8442-DEA1-481C-85E3-DCCB30149AD5 Heidenreich - Hyatt                                                                                                                                                                                     2022-05-23 1.67                                     tDGkDF2uMK)f
2222CB9B-3EB2-41CC-A766-DCEFF9F8C874 Leuschke - Pfannerstill                                                                                                                                                                                 2023-12-17 4.38                                     ^0CmUVP%jWC1
E4C1A2C5-40CE-4840-993B-DDA4B184EF96 Davis and Sons                                                                                                                                                                                          2023-01-30 3.38                                     ^Hpaxi*uqAoz
C12C9ADB-03B0-4E86-8CB2-DDBFF13C4CD1 Hintz, Monahan and Jacobson                                                                                                                                                                             2023-09-10 3.45                                     9SzfLk&DqE%b
5E9ECC08-E65D-4975-A174-DDF48D059EA7 Rosenbaum, Runte and Bernhard                                                                                                                                                                           2020-05-24 1.98                                     kD7CGv!f*llq
8B36E594-560D-458B-A3BC-DE63ED017490 Schmidt, MacGyver and Trantow                                                                                                                                                                           2024-08-30 3.48                                     tXG1trUEQgxv
69EFA9D5-60D2-4A6B-ABAA-DE74F8C356C0 Sporer Inc                                                                                                                                                                                              2021-08-23 2.70                                     *yOvdUvV@tp$
B7C23FE3-059C-4D5A-919B-DEAE529AF8C4 Lindgren Group                                                                                                                                                                                          2020-12-06 .52                                      BUBGD8r6vDtx
C871D13E-A3F6-4118-B58C-DEC17B6EB062 Sawayn Group                                                                                                                                                                                            2022-02-21 1.82                                     OBjtX&moUX(4
1E332380-BF96-44DA-BB5E-DF0C42BB7054 Thiel, Keebler and Olson                                                                                                                                                                                2022-10-05 1.55                                     XZT^h9NR^I6n
81741C87-164A-409C-9B87-DF5D9B2F611F Rau LLC                                                                                                                                                                                                 2020-06-04 1.28                                     4T(brB^sYGxL
0BCF086A-81E8-4E1A-8261-DF7E94DB5252 Mayer LLC                                                                                                                                                                                               2022-12-16 4.19                                     f#y2@e3K@IFT
D136E260-F74A-43A5-ABF2-DF8710EE58B0 Koepp, Gleason and Ryan                                                                                                                                                                                 2022-08-22 4.30                                     axNqC(AG@yU)
8B22DE63-2409-45C7-8DE5-DF94D229F1D6 Green, Cole and Gottlieb                                                                                                                                                                                2023-11-15 4.25                                     8Erc#PTgmp1j
ED764CD3-2192-4FAB-90FF-DFDCF8A1A43A Schulist and Sons                                                                                                                                                                                       2024-02-07 1.58                                     9O6)^EC9r5)K
CDCCEC19-431C-4462-B9DB-DFFCA890E0E2 Wisoky Group                                                                                                                                                                                            2021-03-28 3.95                                     *YStMKjeHqOB
B4898C9B-A824-4471-B1FF-E062B047D107 Gaylord, Farrell and Mraz                                                                                                                                                                               2024-04-21 4.34                                     i^mYg!nd)sdi
1D08871E-C675-47BF-9C9E-E0700C325BB7 Armstrong, Weissnat and Vandervort                                                                                                                                                                      2024-01-23 3.84                                     Y*OK^oINDi5(
FA1A5D13-7833-4179-8E52-E0D2CA1CA88A Williamson and Sons                                                                                                                                                                                     2024-02-12 3.62                                     Lehxbh5D8#Ns
F5ECF881-8070-4C11-A055-E0E991C87EC8 Blick and Sons                                                                                                                                                                                          2022-03-13 4.32                                     TVmgZJ5@oqzr
02F9DF55-8009-472B-94DC-E123D5CB4F8F Treutel, Graham and Crooks                                                                                                                                                                              2023-04-18 1.12                                     J0ZW3rMYXVDG
6DE83700-3818-4658-AA4F-E1E6DCA6C718 Shanahan and Sons                                                                                                                                                                                       2023-01-05 2.59                                     )fGltktT9ztp
75327DCB-6258-41DB-A9B6-E20FC2987992 Gleichner Group                                                                                                                                                                                         2021-02-05 2.36                                     p9nrI9tZP8Td
D448AB32-C0D0-4578-AF1A-E29DC2D846C4 Prosacco, Grady and Swaniawski                                                                                                                                                                          2023-04-15 .36                                      71htQbjtS876
93705A96-2C29-4456-AF64-E2B519404F20 Morissette - Abshire                                                                                                                                                                                    2022-01-30 2.42                                     HM!Am9YSc$t^
4DBB5F78-6483-44C4-B860-E30307CA09EA Spinka, Rodriguez and Kirlin                                                                                                                                                                            2022-07-21 3.78                                     Qs9Uq&&pQl9b
14B013A2-E021-4D11-9838-E31C451A3B33 Lueilwitz and Sons                                                                                                                                                                                      2023-08-04 1.67                                     NAqO^$fbK&1J
9721CB9F-8DE4-401E-8E91-E32ED3A8519C Kreiger - Bosco                                                                                                                                                                                         2022-05-18 2.57                                     RABk247m4^o@
39F88129-71E1-4293-9953-E352428222B2 Hartmann Group                                                                                                                                                                                          2023-06-27 1.23                                     M(6g568OM^#I
25B52B91-82F4-4D27-8C54-E39BB9BF083B Fritsch and Sons                                                                                                                                                                                        2023-08-10 .83                                      tC5Ks4%VV1nz
E5FB00EB-25D7-45FA-BA0D-E39FF5829962 Champlin Inc                                                                                                                                                                                            2022-09-13 1.23                                     4xFBs9Z^7P@b
B768A879-4AEB-4B97-8029-E3E58DAA585D Hermann, Kub and Keebler                                                                                                                                                                                2021-08-24 4.61                                     ovToMkc(nA7j
AC8B8AD5-1040-4971-9D3E-E3F8CD6AF7D4 Jacobi, Herman and Bashirian                                                                                                                                                                            2021-08-22 .67                                      0#TgOQIl)MlS
0E6A4B60-E32E-4A08-8C65-E4161A95A76D Cronin - Rolfson                                                                                                                                                                                        2022-03-20 2.71                                     H!U(F)k(F2^z
F4BEEB3A-8C55-4615-B5A5-E45BA31FD4C8 Rippin - Schroeder                                                                                                                                                                                      2022-05-04 2.37                                     ^OEDDIi#Mm!d
AD0D890C-3474-42B5-AD5F-E4DF19B40ABA Sipes - Brown                                                                                                                                                                                           2021-01-06 3.74                                     ^f)nlsSIB!8z
24AB8A5A-EF38-4344-9EB4-E4F59693CD0B Kling LLC                                                                                                                                                                                               2023-03-10 4.35                                     6DO70Ov(XFLi
7AFC266B-BDD2-413E-8347-E500051A2E13 Mante, Cremin and Jacobs                                                                                                                                                                                2022-09-12 4.85                                     bF1ye)qi&jya
C793ED4F-6387-438E-BDD1-E501231CA22B Hoppe and Sons                                                                                                                                                                                          2021-09-23 2.07                                     tmYnENO6ROjM
DAAB0605-C2C5-4DDF-908E-E54285F5DC21 Kuhlman and Sons                                                                                                                                                                                        2022-11-03 3.65                                     9Mxai!@jGV#l
AE1164CD-C9BB-4BAF-BAF6-E5A2EDA1010A Rice, Carter and Cremin                                                                                                                                                                                 2021-02-08 3.37                                     4#k$F#YQNLpZ
FB40E722-FCB0-469B-956B-E5A4D7FAA406 Barton Group                                                                                                                                                                                            2020-10-01 4.02                                     eMmaz&oPjx9K
8E532B1E-000E-47D2-A462-E5FD4E19A825 Kassulke, Feil and Nikolaus                                                                                                                                                                             2023-02-06 .17                                      29D#XrgFrz$L
93927DFD-CFFC-4A63-857F-E64B7169559B Cormier - Roob                                                                                                                                                                                          2023-03-10 4.71                                     d(S*IR)x!R*S
AB66D87C-3DA1-4AAC-9030-E64E212D2406 Cummings - Mills                                                                                                                                                                                        2025-02-16 1.84                                     g81BB6bJSXfu
206AE18D-18CB-4142-ADD2-E7EB32CB8BE5 Muller Group                                                                                                                                                                                            2022-01-05 3.22                                     jZx9eGA$!OG^
636DFE83-3895-42E3-A221-E814FE8D02B2 Gaylord LLC                                                                                                                                                                                             2022-12-15 .67                                      S)FOWB1V#fye
77E90211-B338-4460-A393-E85699C681EE Ortiz, Mills and Johnson                                                                                                                                                                                2024-02-23 .55                                      D6!3$VL4mnLS
7B61C266-A6C6-42E6-B1B2-E8618D81B908 Cremin Inc                                                                                                                                                                                              2023-02-05 3.86                                     l1BvAP0)AJ7&
BFEA5194-432C-45B3-B7E5-E861F7F3FF95 Sauer Group                                                                                                                                                                                             2024-09-16 2.85                                     PGTOx%IBDR7y
D90B3558-4D02-42C3-B7D4-E88285F9B4FA Goyette, Grady and Leffler                                                                                                                                                                              2020-10-03 2.77                                     )*rG^Nh6aynp
6E20A57C-D2F6-401A-90A8-E89F4D17C6A7 Towne - Jakubowski                                                                                                                                                                                      2022-02-04 4.75                                     h682E24eoNR1
8A81ADE1-ADB3-466E-AA49-E8A00F1349D7 Mertz, Champlin and Streich                                                                                                                                                                             2022-01-20 1.31                                     9hUx#H0Tq0i5
982F8470-C82C-47F5-B350-E92191587AF6 Kreiger LLC                                                                                                                                                                                             2023-03-18 1.26                                     s8MO3*Ywpsep
09C20B49-F5A8-430E-AD62-E92F41CD343C Beier LLC                                                                                                                                                                                               2024-06-17 2.30                                     ^ab#Lm#QePHN
D66DB322-A581-4637-BD54-E93561E8C916 Shanahan, Jaskolski and Bechtelar                                                                                                                                                                       2023-07-08 1.03                                     p)i9KI@GE&Ah
44CCD73D-B9D3-45C1-BB10-E9562705AC94 Altenwerth LLC                                                                                                                                                                                          2023-01-30 3.80                                     w)Cv6^AwA2@0
7CE87A1F-B849-4796-93BC-E9FA35250F8E Cartwright - Block                                                                                                                                                                                      2022-11-28 .63                                      0qkWgH@l$Zck
CB92A3FF-D255-4356-8C4E-EA362798293A Lowe Group                                                                                                                                                                                              2020-09-17 4.67                                     @TOpkfe9mCgf
0ACC0DFC-7B06-4F70-9ACD-EA6A2F148AD6 Heathcote, Beer and Kertzmann                                                                                                                                                                           2022-11-01 4.20                                     P2JcerPy38#F
31FB8438-F352-487B-BC8A-EA6D6BF80118 Johnson - Senger                                                                                                                                                                                        2023-12-05 .67                                      Rmx!EhpRE3aQ
72463209-2F0B-4AC6-AAA2-EA8D2B230C8F Sporer - Lemke                                                                                                                                                                                          2020-12-26 4.76                                     J43iHo@sqUw)
90A44AAE-FC96-4AFB-B727-EA9CE5478F6F Buckridge, Crona and Runolfsson                                                                                                                                                                         2021-12-26 4.44                                     wY&AMNt3SS)#
01B6AFE7-5433-4129-9DB7-EB08D8D1442B Mosciski, Kuhlman and Russel                                                                                                                                                                            2024-08-25 4.39                                     e)D#!euwK4MP
C7724559-1AA9-42EE-BF0B-EBBD4F45821C Skiles, Deckow and Swift                                                                                                                                                                                2020-10-28 3.79                                     FBSDhRCo#(vZ
6AA70777-24D9-403A-97EB-EBF88571D67B Veum, Morar and Moen                                                                                                                                                                                    2024-01-11 .45                                      &@lJ507^ibyR
0B7C3C3B-2B0F-4E35-9303-EC7F2C25B797 Wilderman LLC                                                                                                                                                                                           2023-12-18 .45                                      V8(k(i28mWIj
23938231-42AB-4552-AC2E-ECABAC8AEEBB Hudson Group                                                                                                                                                                                            2024-02-26 2.44                                     H7N1n9nE4xhb
F51032FA-BB07-4BCC-8430-ECC8C2E66584 Orn, Bednar and Weissnat                                                                                                                                                                                2023-04-24 4.30                                     iDe2MWbp32GY
EFCDF164-2EE6-45B1-AC9C-ED2E61D11598 Crooks, Roberts and Wehner                                                                                                                                                                              2024-06-12 3.98                                     kP&Tk60!@VUS
87DD78B3-3EAD-4339-BC53-ED48B2FDA6A8 Cruickshank, DuBuque and Treutel                                                                                                                                                                        2024-04-27 .77                                      r5tZV@NL7NGO
FE19D4A6-0DE9-429F-A4F4-EDC59145D551 Monahan, Monahan and Frami                                                                                                                                                                              2024-04-09 4.23                                     DnrYnuRycfhb
984C2DC7-5D86-4131-BBCF-EDF28044D514 D'Amore, Cummerata and Sawayn                                                                                                                                                                           2020-06-24 4.01                                     l)64r!*&NlsH
192C75C9-2DA5-4F3F-BB72-EE03431FA33E Corwin, Mraz and Kub                                                                                                                                                                                    2025-03-09 3.03                                     *mTBZIEN34Yz
B76F315F-0793-445E-8EC8-EE37A9849433 Herzog - Auer                                                                                                                                                                                           2021-08-20 .08                                      est0wS4@SnLL
0D4D725B-50C7-4D4C-B9E1-EE53005742C5 Leannon Group                                                                                                                                                                                           2024-10-26 1.77                                     ^Z^HAok9Eoo0
351F5E6C-3C3F-4D52-A84A-EE8ECC87D5C9 VonRueden, Collins and Rau                                                                                                                                                                              2022-01-02 3.86                                     @!MVMiOhZ*GC
407F29F1-22BF-4078-B2F8-EEC525EF8EAB Keebler, Larson and Jacobs                                                                                                                                                                              2021-02-20 2.26                                     HZbt#vDk%Uk%
831BEBD6-047B-42A5-B5CC-EECBAD842278 Braun and Sons                                                                                                                                                                                          2021-09-18 2.91                                     r3TqzY85!ddP
40EDE63C-ACD1-4909-8F85-EF4E979F8F9D Spinka - Reilly                                                                                                                                                                                         2023-02-27 3.50                                     42n^C*@gID%H
7EE67265-FB84-4DBB-86BE-EF9344A02DEA Mertz, Hermiston and Emard                                                                                                                                                                              2022-07-20 4.17                                     AG8rxfFSU@Zr
1F7FA5BF-C787-4B9B-8402-EFF8B5AEDF53 Hoeger - Dietrich                                                                                                                                                                                       2023-06-16 2.23                                     IG6!TKL$p&xl
4B794888-B6B7-4BF7-8644-F07BD19ECE42 Schultz - Kreiger                                                                                                                                                                                       2023-09-03 3.10                                     PTvpJR%d6S5&
F1C9D076-81A4-4054-BFBB-F09ABAAE63B2 Harris, Braun and Flatley                                                                                                                                                                               2023-07-29 1.10                                     @xG4NeLE6v@4
02E3463B-8554-4745-BF2F-F0AD937C2B2E Koepp - Nienow                                                                                                                                                                                          2022-10-20 1.56                                     (Hdv@rudh#Ul
1BF95EC9-02D3-46E8-BA98-F0B4DDCAC3F9 Wilderman - Reichert                                                                                                                                                                                    2022-04-28 1.92                                     Sykn%#8Gyaqg
